hs_code,type,datas_code,datas_desc,type_pure_string
040819810,EGG YOLKS- LIQUID- SUITABLE FOR HUMAN CONSUMPTION- WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER,040819810,EGG YOLKS- LIQUID- SUITABLE FOR HUMAN CONSUMPTION- WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER,EGGYOLKSLIQUIDSUITABLEFORHUMANCONSUMPTIONWHETHERORNOTCONTAININGADDEDSUGAROROTHERSWEETENINGMATTER
040891200,DRIED BIRDS' EGGS- NOT IN SHELL- WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER- NOT SUITABLE FOR HUMAN CONSUMPTION (EXCL. EGG YOLKS),040891200,DRIED BIRDS' EGGS- NOT IN SHELL- WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER- NOT SUITABLE FOR HUMAN CONSUMPTION (EXCL. EGG YOLKS),DRIEDBIRDSEGGSNOTINSHELLWHETHERORNOTCONTAININGADDEDSUGAROROTHERSWEETENINGMATTERNOTSUITABLEFORHUMANCONSUMPTIONEXCLEGGYOLKS
040899200,BIRDS' EGGS- NOT IN SHELL- FRESH- COOKED BY STEAMING OR BY BOILING IN WATER- MOULDED- FROZEN OR OTHERWISE PRESERVED- WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER- NOT SUITABLE FOR HUMAN CONSUMPTION (EXCL. DRIED AND EGG YOLKS),040899200,BIRDS' EGGS- NOT IN SHELL- FRESH- COOKED BY STEAMING OR BY BOILING IN WATER- MOULDED- FROZEN OR OTHERWISE PRESERVED- WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER- NOT SUITABLE FOR HUMAN CONSUMPTION (EXCL. DRIED AND EGG YOLKS),BIRDSEGGSNOTINSHELLFRESHCOOKEDBYSTEAMINGORBYBOILINGINWATERMOULDEDFROZENOROTHERWISEPRESERVEDWHETHERORNOTCONTAININGADDEDSUGAROROTHERSWEETENINGMATTERNOTSUITABLEFORHUMANCONSUMPTIONEXCLDRIEDANDEGGYOLKS
040120990,MILK AND CREAM OF A FAT CONTENT BY WEIGHT OF > 3% BUT <= 6%- NOT CONCENTRATED NOR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER (EXCL. IN IMMEDIATE PACKINGS OF <= 2 L),040120990,MILK AND CREAM OF A FAT CONTENT BY WEIGHT OF > 3% BUT <= 6%- NOT CONCENTRATED NOR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER (EXCL. IN IMMEDIATE PACKINGS OF <= 2 L),MILKANDCREAMOFAFATCONTENTBYWEIGHTOF>3%BUT<6%NOTCONCENTRATEDNORCONTAININGADDEDSUGAROROTHERSWEETENINGMATTEREXCLINIMMEDIATEPACKINGSOF<2L
040130190,MILK AND CREAM OF A FAT CONTENT BY WEIGHT OF <= 21% BUT > 6%- NOT CONCENTRATED NOR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER (EXCL. IN IMMEDIATE PACKINGS OF <= 2 L),040130190,MILK AND CREAM OF A FAT CONTENT BY WEIGHT OF <= 21% BUT > 6%- NOT CONCENTRATED NOR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER (EXCL. IN IMMEDIATE PACKINGS OF <= 2 L),MILKANDCREAMOFAFATCONTENTBYWEIGHTOF<21%BUT>6%NOTCONCENTRATEDNORCONTAININGADDEDSUGAROROTHERSWEETENINGMATTEREXCLINIMMEDIATEPACKINGSOF<2L
040229910,MILK AND CREAM IN SOLID FORMS- OF A FAT CONTENT BY WEIGHT OF > 27%- SWEETENED- IN IMMEDIATE PACKINGS OF <= 2-5 KG,040229910,MILK AND CREAM IN SOLID FORMS- OF A FAT CONTENT BY WEIGHT OF > 27%- SWEETENED- IN IMMEDIATE PACKINGS OF <= 2-5 KG,MILKANDCREAMINSOLIDFORMSOFAFATCONTENTBYWEIGHTOF>27%SWEETENEDINIMMEDIATEPACKINGSOF<25KG
040291190,MILK AND CREAM- CONCENTRATED- OF A FAT CONTENT BY WEIGHT OF <= 8%- UNSWEETENED- IN IMMEDIATE PACKINGS OF > 2-5 KG (EXCL. IN SOLID FORMS),040291190,MILK AND CREAM- CONCENTRATED- OF A FAT CONTENT BY WEIGHT OF <= 8%- UNSWEETENED- IN IMMEDIATE PACKINGS OF > 2-5 KG (EXCL. IN SOLID FORMS),MILKANDCREAMCONCENTRATEDOFAFATCONTENTBYWEIGHTOF<8%UNSWEETENEDINIMMEDIATEPACKINGSOF>25KGEXCLINSOLIDFORMS
040291510,MILK AND CREAM- CONCENTRATED- OF A FAT CONTENT BY WEIGHT OF > 10% BUT <= 45%- UNSWEETENED- IN IMMEDIATE PACKINGS OF <= 2-5 KG (EXCL. IN SOLID FORMS),040291510,MILK AND CREAM- CONCENTRATED- OF A FAT CONTENT BY WEIGHT OF > 10% BUT <= 45%- UNSWEETENED- IN IMMEDIATE PACKINGS OF <= 2-5 KG (EXCL. IN SOLID FORMS),MILKANDCREAMCONCENTRATEDOFAFATCONTENTBYWEIGHTOF>10%BUT<45%UNSWEETENEDINIMMEDIATEPACKINGSOF<25KGEXCLINSOLIDFORMS
040299390,MILK AND CREAM- CONCENTRATED- OF A FAT CONTENT BY WEIGHT OF > 9-5% BUT <= 45%- SWEETENED- IN IMMEDIATE PACKINGS OF > 2-5 KG (EXCL. IN SOLID FORMS),040299390,MILK AND CREAM- CONCENTRATED- OF A FAT CONTENT BY WEIGHT OF > 9-5% BUT <= 45%- SWEETENED- IN IMMEDIATE PACKINGS OF > 2-5 KG (EXCL. IN SOLID FORMS),MILKANDCREAMCONCENTRATEDOFAFATCONTENTBYWEIGHTOF>95%BUT<45%SWEETENEDINIMMEDIATEPACKINGSOF>25KGEXCLINSOLIDFORMS
040310330,YOGURT (EXCL. FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA)- WITH ADDED SUGAR OR OTHER SWEETENING MATTER- OF A FAT CONTENT BY WEIGHT > 3-0% BUT <= 6-0%,040310330,YOGURT (EXCL. FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA)- WITH ADDED SUGAR OR OTHER SWEETENING MATTER- OF A FAT CONTENT BY WEIGHT > 3-0% BUT <= 6-0%,YOGURTEXCLFLAVOUREDORWITHADDEDFRUITNUTSORCOCOAWITHADDEDSUGAROROTHERSWEETENINGMATTEROFAFATCONTENTBYWEIGHT>30%BUT<60%
040310530,YOGURT- WHETHER OR NOT CONCENTRATED- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA- SWEETENED- IN SOLID FORMS- OF A MILKFAT CONTENT BY WEIGHT OF > 1-5% BUT <= 27%,040310530,YOGURT- WHETHER OR NOT CONCENTRATED- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA- SWEETENED- IN SOLID FORMS- OF A MILKFAT CONTENT BY WEIGHT OF > 1-5% BUT <= 27%,YOGURTWHETHERORNOTCONCENTRATEDFLAVOUREDORWITHADDEDFRUITNUTSORCOCOASWEETENEDINSOLIDFORMSOFAMILKFATCONTENTBYWEIGHTOF>15%BUT<27%
040390190,BUTTERMILK- CURDLED MILK AND CREAM- KEPHIR AND OTHER FERMENTED OR ACIDIFIED MILK AND CREAM IN SOLID FORMS- UNSWEETENED- WITH A FAT CONTENT BY WEIGHT OF > 27% (EXCL. YOGURT- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA),040390190,BUTTERMILK- CURDLED MILK AND CREAM- KEPHIR AND OTHER FERMENTED OR ACIDIFIED MILK AND CREAM IN SOLID FORMS- UNSWEETENED- WITH A FAT CONTENT BY WEIGHT OF > 27% (EXCL. YOGURT- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA),BUTTERMILKCURDLEDMILKANDCREAMKEPHIRANDOTHERFERMENTEDORACIDIFIEDMILKANDCREAMINSOLIDFORMSUNSWEETENEDWITHAFATCONTENTBYWEIGHTOF>27%EXCLYOGURTFLAVOUREDORWITHADDEDFRUITNUTSORCOCOA
040390330,BUTTERMILK- CURDLED MILK AND CREAM- KEPHIR AND OTHER FERMENTED OR ACIDIFIED MILK AND CREAM IN SOLID FORMS- SWEETENED- WITH A FAT CONTENT BY WEIGHT OF > 1-5% BUT <= 27% (EXCL. YOGURT- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA),040390330,BUTTERMILK- CURDLED MILK AND CREAM- KEPHIR AND OTHER FERMENTED OR ACIDIFIED MILK AND CREAM IN SOLID FORMS- SWEETENED- WITH A FAT CONTENT BY WEIGHT OF > 1-5% BUT <= 27% (EXCL. YOGURT- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA),BUTTERMILKCURDLEDMILKANDCREAMKEPHIRANDOTHERFERMENTEDORACIDIFIEDMILKANDCREAMINSOLIDFORMSSWEETENEDWITHAFATCONTENTBYWEIGHTOF>15%BUT<27%EXCLYOGURTFLAVOUREDORWITHADDEDFRUITNUTSORCOCOA
040390390,BUTTERMILK- CURDLED MILK AND CREAM- KEPHIR AND OTHER FERMENTED OR ACIDIFIED MILK AND CREAM IN SOLID FORMS- SWEETENED- WITH A FAT CONTENT BY WEIGHT OF > 27% (EXCL. YOGURT- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA),040390390,BUTTERMILK- CURDLED MILK AND CREAM- KEPHIR AND OTHER FERMENTED OR ACIDIFIED MILK AND CREAM IN SOLID FORMS- SWEETENED- WITH A FAT CONTENT BY WEIGHT OF > 27% (EXCL. YOGURT- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA),BUTTERMILKCURDLEDMILKANDCREAMKEPHIRANDOTHERFERMENTEDORACIDIFIEDMILKANDCREAMINSOLIDFORMSSWEETENEDWITHAFATCONTENTBYWEIGHTOF>27%EXCLYOGURTFLAVOUREDORWITHADDEDFRUITNUTSORCOCOA
040390690,BUTTERMILK- CURDLED MILK AND CREAM- KEPHIR AND OTHER FERMENTED OR ACIDIFIED MILK AND CREAM- WHETHER OR NOT CONCENTRATED- SWEETENED- WITH A FAT CONTENT BY WEIGHT OF > 6% (EXCL. IN SOLID FORMS- YOGURT- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA),040390690,BUTTERMILK- CURDLED MILK AND CREAM- KEPHIR AND OTHER FERMENTED OR ACIDIFIED MILK AND CREAM- WHETHER OR NOT CONCENTRATED- SWEETENED- WITH A FAT CONTENT BY WEIGHT OF > 6% (EXCL. IN SOLID FORMS- YOGURT- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA),BUTTERMILKCURDLEDMILKANDCREAMKEPHIRANDOTHERFERMENTEDORACIDIFIEDMILKANDCREAMWHETHERORNOTCONCENTRATEDSWEETENEDWITHAFATCONTENTBYWEIGHTOF>6%EXCLINSOLIDFORMSYOGURTFLAVOUREDORWITHADDEDFRUITNUTSORCOCOA
040390710,BUTTERMILK- CURDLED MILK AND CREAM- KEPHIR AND OTHER FERMENTED OR ACIDIFIED MILK AND CREAM- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA- WHETHER OR NOT SWEETENED- IN SOLID FORMS- WITH A FAT CONTENT BY WEIGHT OF <= 1-5% (EXCL. YOGURT),040390710,BUTTERMILK- CURDLED MILK AND CREAM- KEPHIR AND OTHER FERMENTED OR ACIDIFIED MILK AND CREAM- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA- WHETHER OR NOT SWEETENED- IN SOLID FORMS- WITH A FAT CONTENT BY WEIGHT OF <= 1-5% (EXCL. YOGURT),BUTTERMILKCURDLEDMILKANDCREAMKEPHIRANDOTHERFERMENTEDORACIDIFIEDMILKANDCREAMFLAVOUREDORWITHADDEDFRUITNUTSORCOCOAWHETHERORNOTSWEETENEDINSOLIDFORMSWITHAFATCONTENTBYWEIGHTOF<15%EXCLYOGURT
040410320,"WHEY AND MODIFIED WHEY- IN POWDER- GRANULES OR OTHER SOLID FORMS- WITH ADDED SUGAR OR OTHER SWEETENING MATTER- OF A PROTEIN CONTENT ""NITROGEN CONTENT X 6.38"" OF <= 15% BY WEIGHT AND A FAT CONTENT- BY WEIGHT- OF > 27%",040410320,"WHEY AND MODIFIED WHEY- IN POWDER- GRANULES OR OTHER SOLID FORMS- WITH ADDED SUGAR OR OTHER SWEETENING MATTER- OF A PROTEIN CONTENT ""NITROGEN CONTENT X 6.38"" OF <= 15% BY WEIGHT AND A FAT CONTENT- BY WEIGHT- OF > 27%",WHEYANDMODIFIEDWHEYINPOWDERGRANULESOROTHERSOLIDFORMSWITHADDEDSUGAROROTHERSWEETENINGMATTEROFAPROTEINCONTENTNITROGENCONTENTX638OF<15%BYWEIGHTANDAFATCONTENTBYWEIGHTOF>27%
040410380,"WHEY AND MODIFIED WHEY- IN POWDER- GRANULES OR OTHER SOLID FORMS- WITH ADDED SUGAR OR OTHER SWEETENING MATTER- OF A PROTEIN CONTENT ""NITROGEN CONTENT X 6.38"" OF > 15% BY WEIGHT AND A FAT CONTENT- BY WEIGHT- OF > 27%",040410380,"WHEY AND MODIFIED WHEY- IN POWDER- GRANULES OR OTHER SOLID FORMS- WITH ADDED SUGAR OR OTHER SWEETENING MATTER- OF A PROTEIN CONTENT ""NITROGEN CONTENT X 6.38"" OF > 15% BY WEIGHT AND A FAT CONTENT- BY WEIGHT- OF > 27%",WHEYANDMODIFIEDWHEYINPOWDERGRANULESOROTHERSOLIDFORMSWITHADDEDSUGAROROTHERSWEETENINGMATTEROFAPROTEINCONTENTNITROGENCONTENTX638OF>15%BYWEIGHTANDAFATCONTENTBYWEIGHTOF>27%
040490810,PRODUCTS CONSISTING OF NATURAL MILK CONSTITUENTS- WITH ADDED SUGAR OR OTHER SWEETENING MATTER- OF A FAT CONTENT- BY WEIGHT- OF <= 1-5%- N.E.S.,040490810,PRODUCTS CONSISTING OF NATURAL MILK CONSTITUENTS- WITH ADDED SUGAR OR OTHER SWEETENING MATTER- OF A FAT CONTENT- BY WEIGHT- OF <= 1-5%- N.E.S.,PRODUCTSCONSISTINGOFNATURALMILKCONSTITUENTSWITHADDEDSUGAROROTHERSWEETENINGMATTEROFAFATCONTENTBYWEIGHTOF<15%NES
040490890,PRODUCTS CONSISTING OF NATURAL MILK CONSTITUENTS- WITH ADDED SUGAR OR OTHER SWEETENING MATTER- OF A FAT CONTENT- BY WEIGHT- OF > 27%- N.E.S.,040490890,PRODUCTS CONSISTING OF NATURAL MILK CONSTITUENTS- WITH ADDED SUGAR OR OTHER SWEETENING MATTER- OF A FAT CONTENT- BY WEIGHT- OF > 27%- N.E.S.,PRODUCTSCONSISTINGOFNATURALMILKCONSTITUENTSWITHADDEDSUGAROROTHERSWEETENINGMATTEROFAFATCONTENTBYWEIGHTOF>27%NES
040520900,DAIRY SPREADS OF A FAT CONTENT- BY WEIGHT- OF > 75% BUT < 80%,040520900,DAIRY SPREADS OF A FAT CONTENT- BY WEIGHT- OF > 75% BUT < 80%,DAIRYSPREADSOFAFATCONTENTBYWEIGHTOF>75%BUT<80%
040620100,GLARUS HERB CHEESE- GRATED OR POWDERED,040620100,GLARUS HERB CHEESE- GRATED OR POWDERED,GLARUSHERBCHEESEGRATEDORPOWDERED
040690020,EMMENTALER- GRUYÞRE- SBRINZ- BERGKÕSE AND APPENZELL- OF A FAT CONTENT OF >= 45% BY WEIGHT IN THE DRY MATTER- MATURED FOR THREE MONTHS OR MORE- WHOLE CHEESES OF A TYPE SPECIFIED IN ADDITIONAL NOTE 2 TO CHAPTER 4- WITH A FREE-AT-FRONTIER VALUE PER 100 KG NET WEIGHT > _ 401-85 BUT <= _ 430-62,040690020,EMMENTALER- GRUYÞRE- SBRINZ- BERGKÕSE AND APPENZELL- OF A FAT CONTENT OF >= 45% BY WEIGHT IN THE DRY MATTER- MATURED FOR THREE MONTHS OR MORE- WHOLE CHEESES OF A TYPE SPECIFIED IN ADDITIONAL NOTE 2 TO CHAPTER 4- WITH A FREE-AT-FRONTIER VALUE PER 100 KG NET WEIGHT > _ 401-85 BUT <= _ 430-62,EMMENTALERGRUYRESBRINZBERGKSEANDAPPENZELLOFAFATCONTENTOF>45%BYWEIGHTINTHEDRYMATTERMATUREDFORTHREEMONTHSORMOREWHOLECHEESESOFATYPESPECIFIEDINADDITIONALNOTE2TOCHAPTER4WITHAFREEATFRONTIERVALUEPER100KGNETWEIGHT>40185BUT<43062
040690040,EMMENTALER- GRUYÞRE- SBRINZ- BERGKÕSE AND APPENZELL- OF A FAT CONTENT OF >= 45% BY WEIGHT IN THE DRY MATTER- MATURED FOR THREE MONTHS OR MORE- PIECES PACKED IN VACUUM OR INERT GAS- WITH RIND ON AT LEAST ONE SIDE- OF A NET WEIGHT OF >= 1 KG BUT < 5 KG AND WITH A FREE-AT-FRONTIER VALUE > _ 430-62 BUT <= _ 459-39 PER 100 KG NET WEIGHT,040690040,EMMENTALER- GRUYÞRE- SBRINZ- BERGKÕSE AND APPENZELL- OF A FAT CONTENT OF >= 45% BY WEIGHT IN THE DRY MATTER- MATURED FOR THREE MONTHS OR MORE- PIECES PACKED IN VACUUM OR INERT GAS- WITH RIND ON AT LEAST ONE SIDE- OF A NET WEIGHT OF >= 1 KG BUT < 5 KG AND WITH A FREE-AT-FRONTIER VALUE > _ 430-62 BUT <= _ 459-39 PER 100 KG NET WEIGHT,EMMENTALERGRUYRESBRINZBERGKSEANDAPPENZELLOFAFATCONTENTOF>45%BYWEIGHTINTHEDRYMATTERMATUREDFORTHREEMONTHSORMOREPIECESPACKEDINVACUUMORINERTGASWITHRINDONATLEASTONESIDEOFANETWEIGHTOF>1KGBUT<5KGANDWITHAFREEATFRONTIERVALUE>43062BUT<45939PER100KGNETWEIGHT
040690050,EMMENTALER- GRUYÞRE- SBRINZ- BERGKÕSE AND APPENZELL- OF A FAT CONTENT OF >= 45% BY WEIGHT IN THE DRY MATTER- MATURED FOR THREE MONTHS OR MORE- PIECES PACKED IN VACUUM OR INERT GAS- WITH RIND ON AT LEAST ONE SIDE- OF A NET WEIGHT OF >= 1 KG AND WITH A FREE-AT-FRONTIER VALUE > _ 459-39 PER 100 KG NET WEIGHT,040690050,EMMENTALER- GRUYÞRE- SBRINZ- BERGKÕSE AND APPENZELL- OF A FAT CONTENT OF >= 45% BY WEIGHT IN THE DRY MATTER- MATURED FOR THREE MONTHS OR MORE- PIECES PACKED IN VACUUM OR INERT GAS- WITH RIND ON AT LEAST ONE SIDE- OF A NET WEIGHT OF >= 1 KG AND WITH A FREE-AT-FRONTIER VALUE > _ 459-39 PER 100 KG NET WEIGHT,EMMENTALERGRUYRESBRINZBERGKSEANDAPPENZELLOFAFATCONTENTOF>45%BYWEIGHTINTHEDRYMATTERMATUREDFORTHREEMONTHSORMOREPIECESPACKEDINVACUUMORINERTGASWITHRINDONATLEASTONESIDEOFANETWEIGHTOF>1KGANDWITHAFREEATFRONTIERVALUE>45939PER100KGNETWEIGHT
040229990,MILK AND CREAM IN SOLID FORMS- OF A FAT CONTENT BY WEIGHT OF > 27%- SWEETENED- IN IMMEDIATE PACKINGS OF > 2-5 KG,040229990,MILK AND CREAM IN SOLID FORMS- OF A FAT CONTENT BY WEIGHT OF > 27%- SWEETENED- IN IMMEDIATE PACKINGS OF > 2-5 KG,MILKANDCREAMINSOLIDFORMSOFAFATCONTENTBYWEIGHTOF>27%SWEETENEDINIMMEDIATEPACKINGSOF>25KG
040410340,"WHEY AND MODIFIED WHEY- IN POWDER- GRANULES OR OTHER SOLID FORMS- WITH ADDED SUGAR OR OTHER SWEETENING MATTER- OF A PROTEIN CONTENT ""NITROGEN CONTENT X 6.38"" OF > 15% BY WEIGHT AND A FAT CONTENT- BY WEIGHT- OF <= 1-5%",040410340,"WHEY AND MODIFIED WHEY- IN POWDER- GRANULES OR OTHER SOLID FORMS- WITH ADDED SUGAR OR OTHER SWEETENING MATTER- OF A PROTEIN CONTENT ""NITROGEN CONTENT X 6.38"" OF > 15% BY WEIGHT AND A FAT CONTENT- BY WEIGHT- OF <= 1-5%",WHEYANDMODIFIEDWHEYINPOWDERGRANULESOROTHERSOLIDFORMSWITHADDEDSUGAROROTHERSWEETENINGMATTEROFAPROTEINCONTENTNITROGENCONTENTX638OF>15%BYWEIGHTANDAFATCONTENTBYWEIGHTOF<15%
040291910,MILK AND CREAM- CONCENTRATED- OF A FAT CONTENT BY WEIGHT OF > 45%- UNSWEETENED- IN IMMEDIATE PACKINGS OF <= 2-5 KG (EXCL. IN SOLID FORMS),040291910,MILK AND CREAM- CONCENTRATED- OF A FAT CONTENT BY WEIGHT OF > 45%- UNSWEETENED- IN IMMEDIATE PACKINGS OF <= 2-5 KG (EXCL. IN SOLID FORMS),MILKANDCREAMCONCENTRATEDOFAFATCONTENTBYWEIGHTOF>45%UNSWEETENEDINIMMEDIATEPACKINGSOF<25KGEXCLINSOLIDFORMS
040310390,YOGURT (EXCL. FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA)- WITH ADDED SUGAR OR OTHER SWEETENING MATTER- OF A FAT CONTENT- BY WEIGHT- OF > 6-0%,040310390,YOGURT (EXCL. FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA)- WITH ADDED SUGAR OR OTHER SWEETENING MATTER- OF A FAT CONTENT- BY WEIGHT- OF > 6-0%,YOGURTEXCLFLAVOUREDORWITHADDEDFRUITNUTSORCOCOAWITHADDEDSUGAROROTHERSWEETENINGMATTEROFAFATCONTENTBYWEIGHTOF>60%
040410520,"WHEY AND MODIFIED WHEY- WHETHER OR NOT CONCENTRATED- NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER- OF A PROTEIN CONTENT ""NITROGEN CONTENT X 6.38""- BY WEIGHT OF <= 15% AND OF A FAT CONTENT- BY WEIGHT- OF > 1-5% AND <= 27% (EXCL. IN POWDER- GRANULES OR OTHER SOLID FORMS)",040410520,"WHEY AND MODIFIED WHEY- WHETHER OR NOT CONCENTRATED- NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER- OF A PROTEIN CONTENT ""NITROGEN CONTENT X 6.38""- BY WEIGHT OF <= 15% AND OF A FAT CONTENT- BY WEIGHT- OF > 1-5% AND <= 27% (EXCL. IN POWDER- GRANULES OR OTHER SOLID FORMS)",WHEYANDMODIFIEDWHEYWHETHERORNOTCONCENTRATEDNOTCONTAININGADDEDSUGAROROTHERSWEETENINGMATTEROFAPROTEINCONTENTNITROGENCONTENTX638BYWEIGHTOF<15%ANDOFAFATCONTENTBYWEIGHTOF>15%AND<27%EXCLINPOWDERGRANULESOROTHERSOLIDFORMS
040690350,KEFALO-TYRI (EXCL. GRATED OR POWDERED AND FOR PROCESSING),040690350,KEFALO-TYRI (EXCL. GRATED OR POWDERED AND FOR PROCESSING),KEFALOTYRIEXCLGRATEDORPOWDEREDANDFORPROCESSING
040690390,JARLSBERG (EXCL. GRATED OR POWDERED AND FOR PROCESSING),040690390,JARLSBERG (EXCL. GRATED OR POWDERED AND FOR PROCESSING),JARLSBERGEXCLGRATEDORPOWDEREDANDFORPROCESSING
040390610,BUTTERMILK- CURDLED MILK AND CREAM- KEPHIR AND OTHER FERMENTED OR ACIDIFIED MILK AND CREAM- WHETHER OR NOT CONCENTRATED- SWEETENED- WITH A FAT CONTENT BY WEIGHT OF <= 3% (EXCL. IN SOLID FORMS- YOGURT- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA),040390610,BUTTERMILK- CURDLED MILK AND CREAM- KEPHIR AND OTHER FERMENTED OR ACIDIFIED MILK AND CREAM- WHETHER OR NOT CONCENTRATED- SWEETENED- WITH A FAT CONTENT BY WEIGHT OF <= 3% (EXCL. IN SOLID FORMS- YOGURT- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA),BUTTERMILKCURDLEDMILKANDCREAMKEPHIRANDOTHERFERMENTEDORACIDIFIEDMILKANDCREAMWHETHERORNOTCONCENTRATEDSWEETENEDWITHAFATCONTENTBYWEIGHTOF<3%EXCLINSOLIDFORMSYOGURTFLAVOUREDORWITHADDEDFRUITNUTSORCOCOA
040819200,EGG YOLKS- FRESH- COOKED BY STEAMING OR BOILING IN WATER- MOULDED- FROZEN OR OTHERWISE PRESERVED- WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER- UNSUITABLE FOR HUMAN CONSUMPTION (EXCL. DRIED),040819200,EGG YOLKS- FRESH- COOKED BY STEAMING OR BOILING IN WATER- MOULDED- FROZEN OR OTHERWISE PRESERVED- WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER- UNSUITABLE FOR HUMAN CONSUMPTION (EXCL. DRIED),EGGYOLKSFRESHCOOKEDBYSTEAMINGORBOILINGINWATERMOULDEDFROZENOROTHERWISEPRESERVEDWHETHERORNOTCONTAININGADDEDSUGAROROTHERSWEETENINGMATTERUNSUITABLEFORHUMANCONSUMPTIONEXCLDRIED
040291990,MILK AND CREAM- CONCENTRATED- OF A FAT CONTENT BY WEIGHT OF > 45%- UNSWEETENED- IN IMMEDIATE PACKINGS OF > 2-5 KG (EXCL. IN SOLID FORMS),040291990,MILK AND CREAM- CONCENTRATED- OF A FAT CONTENT BY WEIGHT OF > 45%- UNSWEETENED- IN IMMEDIATE PACKINGS OF > 2-5 KG (EXCL. IN SOLID FORMS),MILKANDCREAMCONCENTRATEDOFAFATCONTENTBYWEIGHTOF>45%UNSWEETENEDINIMMEDIATEPACKINGSOF>25KGEXCLINSOLIDFORMS
040390630,BUTTERMILK- CURDLED MILK AND CREAM- KEPHIR AND OTHER FERMENTED OR ACIDIFIED MILK AND CREAM- WHETHER OR NOT CONCENTRATED- SWEETENED- WITH A FAT CONTENT BY WEIGHT OF > 3% BUT <= 6% (EXCL. IN SOLID FORMS- YOGURT- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA),040390630,BUTTERMILK- CURDLED MILK AND CREAM- KEPHIR AND OTHER FERMENTED OR ACIDIFIED MILK AND CREAM- WHETHER OR NOT CONCENTRATED- SWEETENED- WITH A FAT CONTENT BY WEIGHT OF > 3% BUT <= 6% (EXCL. IN SOLID FORMS- YOGURT- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA),BUTTERMILKCURDLEDMILKANDCREAMKEPHIRANDOTHERFERMENTEDORACIDIFIEDMILKANDCREAMWHETHERORNOTCONCENTRATEDSWEETENEDWITHAFATCONTENTBYWEIGHTOF>3%BUT<6%EXCLINSOLIDFORMSYOGURTFLAVOUREDORWITHADDEDFRUITNUTSORCOCOA
040390790,BUTTERMILK- CURDLED MILK AND CREAM- KEPHIR AND OTHER FERMENTED OR ACIDIFIED MILK AND CREAM- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA- WHETHER OR NOT SWEETENED- IN SOLID FORMS- WITH A FAT CONTENT BY WEIGHT OF > 27% (EXCL. YOGURT),040390790,BUTTERMILK- CURDLED MILK AND CREAM- KEPHIR AND OTHER FERMENTED OR ACIDIFIED MILK AND CREAM- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA- WHETHER OR NOT SWEETENED- IN SOLID FORMS- WITH A FAT CONTENT BY WEIGHT OF > 27% (EXCL. YOGURT),BUTTERMILKCURDLEDMILKANDCREAMKEPHIRANDOTHERFERMENTEDORACIDIFIEDMILKANDCREAMFLAVOUREDORWITHADDEDFRUITNUTSORCOCOAWHETHERORNOTSWEETENEDINSOLIDFORMSWITHAFATCONTENTBYWEIGHTOF>27%EXCLYOGURT
