hs_code,type,datas_code,datas_desc,type_pure_string
0406906300,FIORE SARDO AND PECORINO- OF A FAT CONTENT BY WEIGHT OF <= 40% AND A WATER CONTENT- BY WEIGHT- OF NON-FATTY MATTER OF <= 47% (EXCL. GRATED OR POWDERED AND FOR PROCESSING),0406906300,FIORE SARDO AND PECORINO- OF A FAT CONTENT BY WEIGHT OF <= 40% AND A WATER CONTENT- BY WEIGHT- OF NON-FATTY MATTER OF <= 47% (EXCL. GRATED OR POWDERED AND FOR PROCESSING),FIORESARDOANDPECORINOOFAFATCONTENTBYWEIGHTOF<40%ANDAWATERCONTENTBYWEIGHTOFNONFATTYMATTEROF<47%EXCLGRATEDORPOWDEREDANDFORPROCESSING
0406907500,ASIAGO- CACIOCAVALLO- MONTASIO AND RAGUSANO- OF A FAT CONTENT BY WEIGHT OF <= 40% AND A WATER CONTENT- BY WEIGHT- OF NON-FATTY MATTER OF > 47% BUT <= 72% (EXCL. GRATED OR POWDERED AND FOR PROCESSING),0406907500,ASIAGO- CACIOCAVALLO- MONTASIO AND RAGUSANO- OF A FAT CONTENT BY WEIGHT OF <= 40% AND A WATER CONTENT- BY WEIGHT- OF NON-FATTY MATTER OF > 47% BUT <= 72% (EXCL. GRATED OR POWDERED AND FOR PROCESSING),ASIAGOCACIOCAVALLOMONTASIOANDRAGUSANOOFAFATCONTENTBYWEIGHTOF<40%ANDAWATERCONTENTBYWEIGHTOFNONFATTYMATTEROF>47%BUT<72%EXCLGRATEDORPOWDEREDANDFORPROCESSING
0401509100,MILK AND CREAM OF A FAT CONTENT BY WEIGHT OF > 45%- IN IMMEDIATE PACKINGS OF <= 2 L- NOT CONCENTRATED NOR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER,0401509100,MILK AND CREAM OF A FAT CONTENT BY WEIGHT OF > 45%- IN IMMEDIATE PACKINGS OF <= 2 L- NOT CONCENTRATED NOR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER,MILKANDCREAMOFAFATCONTENTBYWEIGHTOF>45%INIMMEDIATEPACKINGSOF<2LNOTCONCENTRATEDNORCONTAININGADDEDSUGAROROTHERSWEETENINGMATTER
0407001100,TURKEY OR GOOSE EGGS FOR HATCHING,0407001100,TURKEY OR GOOSE EGGS FOR HATCHING,TURKEYORGOOSEEGGSFORHATCHING
0401509900,MILK AND CREAM OF A FAT CONTENT BY WEIGHT OF > 45%- NOT CONCENTRATED NOR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER (EXCL. IN IMMEDIATE PACKINGS OF <= 2 L),0401509900,MILK AND CREAM OF A FAT CONTENT BY WEIGHT OF > 45%- NOT CONCENTRATED NOR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER (EXCL. IN IMMEDIATE PACKINGS OF <= 2 L),MILKANDCREAMOFAFATCONTENTBYWEIGHTOF>45%NOTCONCENTRATEDNORCONTAININGADDEDSUGAROROTHERSWEETENINGMATTEREXCLINIMMEDIATEPACKINGSOF<2L
0403109900,YOGURT- WHETHER OR NOT CONCENTRATED- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA- SWEETENED- OF A MILKFAT CONTENT BY WEIGHT OF > 6% (EXCL. IN SOLID FORMS),0403109900,YOGURT- WHETHER OR NOT CONCENTRATED- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA- SWEETENED- OF A MILKFAT CONTENT BY WEIGHT OF > 6% (EXCL. IN SOLID FORMS),YOGURTWHETHERORNOTCONCENTRATEDFLAVOUREDORWITHADDEDFRUITNUTSORCOCOASWEETENEDOFAMILKFATCONTENTBYWEIGHTOF>6%EXCLINSOLIDFORMS
0407009000,BIRDS' EGGS- IN SHELL- FRESH- PRESERVED OR COOKED (EXCL. POULTRY),0407009000,BIRDS' EGGS- IN SHELL- FRESH- PRESERVED OR COOKED (EXCL. POULTRY),BIRDSEGGSINSHELLFRESHPRESERVEDORCOOKEDEXCLPOULTRY
0406900100,"CHEESE FOR PROCESSING (EXCL. FRESH CHEESE- INCL. WHEY CHEESE- CURD- PROCESSED CHEESE- BLUE-VEINED CHEESE AND OTHER CHEESE CONTAINING VEINS PRODUCED BY ""PENICILLIUM ROQUEFORTI""- AND GRATED OR POWDERED CHEESE):",0406900100,"CHEESE FOR PROCESSING (EXCL. FRESH CHEESE- INCL. WHEY CHEESE- CURD- PROCESSED CHEESE- BLUE-VEINED CHEESE AND OTHER CHEESE CONTAINING VEINS PRODUCED BY ""PENICILLIUM ROQUEFORTI""- AND GRATED OR POWDERED CHEESE):",CHEESEFORPROCESSINGEXCLFRESHCHEESEINCLWHEYCHEESECURDPROCESSEDCHEESEBLUEVEINEDCHEESEANDOTHERCHEESECONTAININGVEINSPRODUCEDBYPENICILLIUMROQUEFORTIANDGRATEDORPOWDEREDCHEESE
0408198900,EGG YOLKS (OTHER THAN LIQUID)- FROZEN OR OTHERWISE PRESERVED- SUITABLE FOR HUMAN CONSUMPTION- WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER (EXCL. DRIED),0408198900,EGG YOLKS (OTHER THAN LIQUID)- FROZEN OR OTHERWISE PRESERVED- SUITABLE FOR HUMAN CONSUMPTION- WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER (EXCL. DRIED),EGGYOLKSOTHERTHANLIQUIDFROZENOROTHERWISEPRESERVEDSUITABLEFORHUMANCONSUMPTIONWHETHERORNOTCONTAININGADDEDSUGAROROTHERSWEETENINGMATTEREXCLDRIED
0403101100,YOGURT (EXCL. FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA- NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER)- OF A FAT CONTENT BY WEIGHT <= 3-0%,0403101100,YOGURT (EXCL. FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA- NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER)- OF A FAT CONTENT BY WEIGHT <= 3-0%,YOGURTEXCLFLAVOUREDORWITHADDEDFRUITNUTSORCOCOANOTCONTAININGADDEDSUGAROROTHERSWEETENINGMATTEROFAFATCONTENTBYWEIGHT<30%
0405201000,DAIRY SPREADS OF A FAT CONTENT- BY WEIGHT- OF >= 39% BUT < 60%,0405201000,DAIRY SPREADS OF A FAT CONTENT- BY WEIGHT- OF >= 39% BUT < 60%,DAIRYSPREADSOFAFATCONTENTBYWEIGHTOF>39%BUT<60%
0402109900,MILK AND CREAM IN SOLID FORMS- OF A FAT CONTENT BY WEIGHT OF <= 1-5%- SWEETENED- IN IMMEDIATE PACKINGS OF > 2-5 KG,0402109900,MILK AND CREAM IN SOLID FORMS- OF A FAT CONTENT BY WEIGHT OF <= 1-5%- SWEETENED- IN IMMEDIATE PACKINGS OF > 2-5 KG,MILKANDCREAMINSOLIDFORMSOFAFATCONTENTBYWEIGHTOF<15%SWEETENEDINIMMEDIATEPACKINGSOF>25KG
0406901700,BERGKÄSE AND APPENZELL (EXCL. GRATED OR POWDERED AND THOSE FOR PROCESSING),0406901700,BERGKÄSE AND APPENZELL (EXCL. GRATED OR POWDERED AND THOSE FOR PROCESSING),BERGKSEANDAPPENZELLEXCLGRATEDORPOWDEREDANDTHOSEFORPROCESSING
0402211700,MILK AND CREAM IN SOLID FORMS- OF A FAT CONTENT BY WEIGHT OF <= 11% BUT > 1-5%- UNSWEETENED- IN IMMEDIATE PACKINGS OF > 2-5 KG OR PUT UP OTHERWISE,0402211700,MILK AND CREAM IN SOLID FORMS- OF A FAT CONTENT BY WEIGHT OF <= 11% BUT > 1-5%- UNSWEETENED- IN IMMEDIATE PACKINGS OF > 2-5 KG OR PUT UP OTHERWISE,MILKANDCREAMINSOLIDFORMSOFAFATCONTENTBYWEIGHTOF<11%BUT>15%UNSWEETENEDINIMMEDIATEPACKINGSOF>25KGORPUTUPOTHERWISE
0403101300,YOGURT (EXCL. FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA- NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER)- OF A FAT CONTENT BY WEIGHT > 3-0% BUT <= 6-0%,0403101300,YOGURT (EXCL. FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA- NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER)- OF A FAT CONTENT BY WEIGHT > 3-0% BUT <= 6-0%,YOGURTEXCLFLAVOUREDORWITHADDEDFRUITNUTSORCOCOANOTCONTAININGADDEDSUGAROROTHERSWEETENINGMATTEROFAFATCONTENTBYWEIGHT>30%BUT<60%
0403109100,YOGURT- WHETHER OR NOT CONCENTRATED- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA- SWEETENED- OF A MILKFAT CONTENT BY WEIGHT OF <= 3% (EXCL. IN SOLID FORMS),0403109100,YOGURT- WHETHER OR NOT CONCENTRATED- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA- SWEETENED- OF A MILKFAT CONTENT BY WEIGHT OF <= 3% (EXCL. IN SOLID FORMS),YOGURTWHETHERORNOTCONCENTRATEDFLAVOUREDORWITHADDEDFRUITNUTSORCOCOASWEETENEDOFAMILKFATCONTENTBYWEIGHTOF<3%EXCLINSOLIDFORMS
0403905100,BUTTERMILK- CURDLED MILK AND CREAM- KEPHIR AND OTHER FERMENTED OR ACIDIFIED MILK AND CREAM- WHETHER OR NOT CONCENTRATED- UNSWEETENED- WITH A FAT CONTENT BY WEIGHT OF <= 3% (EXCL. IN SOLID FORMS- YOGURT- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA),0403905100,BUTTERMILK- CURDLED MILK AND CREAM- KEPHIR AND OTHER FERMENTED OR ACIDIFIED MILK AND CREAM- WHETHER OR NOT CONCENTRATED- UNSWEETENED- WITH A FAT CONTENT BY WEIGHT OF <= 3% (EXCL. IN SOLID FORMS- YOGURT- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA),BUTTERMILKCURDLEDMILKANDCREAMKEPHIRANDOTHERFERMENTEDORACIDIFIEDMILKANDCREAMWHETHERORNOTCONCENTRATEDUNSWEETENEDWITHAFATCONTENTBYWEIGHTOF<3%EXCLINSOLIDFORMSYOGURTFLAVOUREDORWITHADDEDFRUITNUTSORCOCOA
0406903700,FINLANDIA (EXCL. GRATED OR POWDERED AND FOR PROCESSING),0406903700,FINLANDIA (EXCL. GRATED OR POWDERED AND FOR PROCESSING),FINLANDIAEXCLGRATEDORPOWDEREDANDFORPROCESSING
0401109000,MILK AND CREAM OF A FAT CONTENT BY WEIGHT OF <= 1%- NOT CONCENTRATED NOR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER (EXCL. IN IMMEDIATE PACKINGS OF <= 2 L),0401109000,MILK AND CREAM OF A FAT CONTENT BY WEIGHT OF <= 1%- NOT CONCENTRATED NOR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER (EXCL. IN IMMEDIATE PACKINGS OF <= 2 L),MILKANDCREAMOFAFATCONTENTBYWEIGHTOF<1%NOTCONCENTRATEDNORCONTAININGADDEDSUGAROROTHERSWEETENINGMATTEREXCLINIMMEDIATEPACKINGSOF<2L
0401201900,MILK AND CREAM OF A FAT CONTENT BY WEIGHT OF <= 3% BUT > 1%- NOT CONCENTRATED NOR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER (EXCL. IN IMMEDIATE PACKINGS OF <= 2 L),0401201900,MILK AND CREAM OF A FAT CONTENT BY WEIGHT OF <= 3% BUT > 1%- NOT CONCENTRATED NOR CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER (EXCL. IN IMMEDIATE PACKINGS OF <= 2 L),MILKANDCREAMOFAFATCONTENTBYWEIGHTOF<3%BUT>1%NOTCONCENTRATEDNORCONTAININGADDEDSUGAROROTHERSWEETENINGMATTEREXCLINIMMEDIATEPACKINGSOF<2L
0402109100,MILK AND CREAM IN SOLID FORMS- OF A FAT CONTENT BY WEIGHT OF <= 1-5%- SWEETENED- IN IMMEDIATE PACKINGS OF <= 2-5 KG,0402109100,MILK AND CREAM IN SOLID FORMS- OF A FAT CONTENT BY WEIGHT OF <= 1-5%- SWEETENED- IN IMMEDIATE PACKINGS OF <= 2-5 KG,MILKANDCREAMINSOLIDFORMSOFAFATCONTENTBYWEIGHTOF<15%SWEETENEDINIMMEDIATEPACKINGSOF<25KG
0402291100,SPECIAL MILK FOR INFANTS- IN SOLID FORMS- SWEETENED- OF A FAT CONTENT BY WEIGHT OF > 10% BUT <= 27%- IN HERMETICALLY SEALED CONTAINERS OF <= 500 G,0402291100,SPECIAL MILK FOR INFANTS- IN SOLID FORMS- SWEETENED- OF A FAT CONTENT BY WEIGHT OF > 10% BUT <= 27%- IN HERMETICALLY SEALED CONTAINERS OF <= 500 G,SPECIALMILKFORINFANTSINSOLIDFORMSSWEETENEDOFAFATCONTENTBYWEIGHTOF>10%BUT<27%INHERMETICALLYSEALEDCONTAINERSOF<500G
0402991900,MILK AND CREAM- CONCENTRATED- OF A FAT CONTENT BY WEIGHT OF <= 9-5%- SWEETENED- IN IMMEDIATE PACKINGS OF > 2-5 KG (EXCL. IN SOLID FORMS),0402991900,MILK AND CREAM- CONCENTRATED- OF A FAT CONTENT BY WEIGHT OF <= 9-5%- SWEETENED- IN IMMEDIATE PACKINGS OF > 2-5 KG (EXCL. IN SOLID FORMS),MILKANDCREAMCONCENTRATEDOFAFATCONTENTBYWEIGHTOF<95%SWEETENEDINIMMEDIATEPACKINGSOF>25KGEXCLINSOLIDFORMS
0402999100,MILK AND CREAM- CONCENTRATED- OF A FAT CONTENT BY WEIGHT OF > 45%- SWEETENED- IN IMMEDIATE PACKINGS OF <= 2-5 KG (EXCL. IN SOLID FORMS),0402999100,MILK AND CREAM- CONCENTRATED- OF A FAT CONTENT BY WEIGHT OF > 45%- SWEETENED- IN IMMEDIATE PACKINGS OF <= 2-5 KG (EXCL. IN SOLID FORMS),MILKANDCREAMCONCENTRATEDOFAFATCONTENTBYWEIGHTOF>45%SWEETENEDINIMMEDIATEPACKINGSOF<25KGEXCLINSOLIDFORMS
0402999900,MILK AND CREAM- CONCENTRATED- OF A FAT CONTENT BY WEIGHT OF > 45%- SWEETENED- IN IMMEDIATE PACKINGS OF > 2-5 KG (EXCL. IN SOLID FORMS),0402999900,MILK AND CREAM- CONCENTRATED- OF A FAT CONTENT BY WEIGHT OF > 45%- SWEETENED- IN IMMEDIATE PACKINGS OF > 2-5 KG (EXCL. IN SOLID FORMS),MILKANDCREAMCONCENTRATEDOFAFATCONTENTBYWEIGHTOF>45%SWEETENEDINIMMEDIATEPACKINGSOF>25KGEXCLINSOLIDFORMS
0403105100,YOGURT- WHETHER OR NOT CONCENTRATED- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA- SWEETENED- IN SOLID FORMS- OF A MILKFAT CONTENT BY WEIGHT OF <= 1-5%,0403105100,YOGURT- WHETHER OR NOT CONCENTRATED- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA- SWEETENED- IN SOLID FORMS- OF A MILKFAT CONTENT BY WEIGHT OF <= 1-5%,YOGURTWHETHERORNOTCONCENTRATEDFLAVOUREDORWITHADDEDFRUITNUTSORCOCOASWEETENEDINSOLIDFORMSOFAMILKFATCONTENTBYWEIGHTOF<15%
0403105900,YOGURT- WHETHER OR NOT CONCENTRATED- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA- SWEETENED- IN SOLID FORMS- OF A MILKFAT CONTENT BY WEIGHT OF > 27%,0403105900,YOGURT- WHETHER OR NOT CONCENTRATED- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA- SWEETENED- IN SOLID FORMS- OF A MILKFAT CONTENT BY WEIGHT OF > 27%,YOGURTWHETHERORNOTCONCENTRATEDFLAVOUREDORWITHADDEDFRUITNUTSORCOCOASWEETENEDINSOLIDFORMSOFAMILKFATCONTENTBYWEIGHTOF>27%
0403901100,BUTTERMILK- CURDLED MILK AND CREAM- KEPHIR AND OTHER FERMENTED OR ACIDIFIED MILK AND CREAM IN SOLID FORMS- UNSWEETENED- WITH A FAT CONTENT BY WEIGHT OF <= 1-5% (EXCL. YOGURT- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA),0403901100,BUTTERMILK- CURDLED MILK AND CREAM- KEPHIR AND OTHER FERMENTED OR ACIDIFIED MILK AND CREAM IN SOLID FORMS- UNSWEETENED- WITH A FAT CONTENT BY WEIGHT OF <= 1-5% (EXCL. YOGURT- FLAVOURED OR WITH ADDED FRUIT- NUTS OR COCOA),BUTTERMILKCURDLEDMILKANDCREAMKEPHIRANDOTHERFERMENTEDORACIDIFIEDMILKANDCREAMINSOLIDFORMSUNSWEETENEDWITHAFATCONTENTBYWEIGHTOF<15%EXCLYOGURTFLAVOUREDORWITHADDEDFRUITNUTSORCOCOA
0404100400,"WHEY AND MODIFIED WHEY- IN POWDER- GRANULES OR OTHER SOLID FORMS- WITHOUT ADDED SUGAR OR OTHER SWEETENING MATTER- OF A PROTEIN CONTENT ""NITROGEN CONTENT X 6.38"" OF <= 15% BY WEIGHT AND A FAT CONTENT- BY WEIGHT- OF > 1-5 AND <= 27%",0404100400,"WHEY AND MODIFIED WHEY- IN POWDER- GRANULES OR OTHER SOLID FORMS- WITHOUT ADDED SUGAR OR OTHER SWEETENING MATTER- OF A PROTEIN CONTENT ""NITROGEN CONTENT X 6.38"" OF <= 15% BY WEIGHT AND A FAT CONTENT- BY WEIGHT- OF > 1-5 AND <= 27%",WHEYANDMODIFIEDWHEYINPOWDERGRANULESOROTHERSOLIDFORMSWITHOUTADDEDSUGAROROTHERSWEETENINGMATTEROFAPROTEINCONTENTNITROGENCONTENTX638OF<15%BYWEIGHTANDAFATCONTENTBYWEIGHTOF>15AND<27%
0404100600,"WHEY AND MODIFIED WHEY- IN POWDER- GRANULES OR OTHER SOLID FORMS- WITHOUT ADDED SUGAR OR OTHER SWEETENING MATTER- OF A PROTEIN CONTENT ""NITROGEN CONTENT X 6.38"" OF <= 15% BY WEIGHT AND A FAT CONTENT- BY WEIGHT- OF > 27%",0404100600,"WHEY AND MODIFIED WHEY- IN POWDER- GRANULES OR OTHER SOLID FORMS- WITHOUT ADDED SUGAR OR OTHER SWEETENING MATTER- OF A PROTEIN CONTENT ""NITROGEN CONTENT X 6.38"" OF <= 15% BY WEIGHT AND A FAT CONTENT- BY WEIGHT- OF > 27%",WHEYANDMODIFIEDWHEYINPOWDERGRANULESOROTHERSOLIDFORMSWITHOUTADDEDSUGAROROTHERSWEETENINGMATTEROFAPROTEINCONTENTNITROGENCONTENTX638OF<15%BYWEIGHTANDAFATCONTENTBYWEIGHTOF>27%
0404101200,"WHEY AND MODIFIED WHEY- IN POWDER- GRANULES OR OTHER SOLID FORMS- WITHOUT ADDED SUGAR OR OTHER SWEETENING MATTER- OF A PROTEIN CONTENT ""NITROGEN CONTENT X 6.38"" OF > 15% BY WEIGHT AND A FAT CONTENT- BY WEIGHT- OF <= 1-5%",0404101200,"WHEY AND MODIFIED WHEY- IN POWDER- GRANULES OR OTHER SOLID FORMS- WITHOUT ADDED SUGAR OR OTHER SWEETENING MATTER- OF A PROTEIN CONTENT ""NITROGEN CONTENT X 6.38"" OF > 15% BY WEIGHT AND A FAT CONTENT- BY WEIGHT- OF <= 1-5%",WHEYANDMODIFIEDWHEYINPOWDERGRANULESOROTHERSOLIDFORMSWITHOUTADDEDSUGAROROTHERSWEETENINGMATTEROFAPROTEINCONTENTNITROGENCONTENTX638OF>15%BYWEIGHTANDAFATCONTENTBYWEIGHTOF<15%
0404101600,"WHEY AND MODIFIED WHEY- IN POWDER- GRANULES OR OTHER SOLID FORMS- WITHOUT ADDED SUGAR OR OTHER SWEETENING MATTER- OF A PROTEIN CONTENT ""NITROGEN CONTENT X 6.38"" OF > 15% BY WEIGHT AND A FAT CONTENT- BY WEIGHT- OF > 27%",0404101600,"WHEY AND MODIFIED WHEY- IN POWDER- GRANULES OR OTHER SOLID FORMS- WITHOUT ADDED SUGAR OR OTHER SWEETENING MATTER- OF A PROTEIN CONTENT ""NITROGEN CONTENT X 6.38"" OF > 15% BY WEIGHT AND A FAT CONTENT- BY WEIGHT- OF > 27%",WHEYANDMODIFIEDWHEYINPOWDERGRANULESOROTHERSOLIDFORMSWITHOUTADDEDSUGAROROTHERSWEETENINGMATTEROFAPROTEINCONTENTNITROGENCONTENTX638OF>15%BYWEIGHTANDAFATCONTENTBYWEIGHTOF>27%
0404104800,"WHEY AND MODIFIED WHEY- WHETHER OR NOT CONCENTRATED- NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER- OF A PROTEIN CONTENT ""NITROGEN CONTENT X 6.38""- BY WEIGHT OF <= 15% AND OF A FAT CONTENT- BY WEIGHT- OF <= 1-5% (EXCL. IN POWDER- GRANULES OR OTHER SOLID FORMS)",0404104800,WHEY O DRD,WHEYANDMODIFIEDWHEYWHETHERORNOTCONCENTRATEDNOTCONTAININGADDEDSUGAROROTHERSWEETENINGMATTEROFAPROTEINCONTENTNITROGENCONTENTX638BYWEIGHTOF<15%ANDOFAFATCONTENTBYWEIGHTOF<15%EXCLINPOWDERGRANULESOROTHERSOLIDFORMS
0404108400,"WHEY AND MODIFIED WHEY- WHETHER OR NOT CONCENTRATED- CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER- OF A PROTEIN CONTENT ""NITROGEN CONTENT X 6.38""- BY WEIGHT OF > 15% AND OF A FAT CONTENT- BY WEIGHT- OF > 27% (EXCL. IN POWDER- GRANULES OR OTHER SOLID FORMS)",0404108400,"WHEY AND MODIFIED WHEY- WHETHER OR NOT CONCENTRATED- CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER- OF A PROTEIN CONTENT ""NITROGEN CONTENT X 6.38""- BY WEIGHT OF > 15% AND OF A FAT CONTENT- BY WEIGHT- OF > 27% (EXCL. IN POWDER- GRANULES OR OTHER SOLID FORMS)",WHEYANDMODIFIEDWHEYWHETHERORNOTCONCENTRATEDCONTAININGADDEDSUGAROROTHERSWEETENINGMATTEROFAPROTEINCONTENTNITROGENCONTENTX638BYWEIGHTOF>15%ANDOFAFATCONTENTBYWEIGHTOF>27%EXCLINPOWDERGRANULESOROTHERSOLIDFORMS
0406309000,PROCESSED CHEESE- NOT GRATED OR POWDERED- OF A FAT CONTENT- BY WEIGHT- OF > 36% (EXCL. PROCESSED CHEESE MIXTURES MADE FROM EMMENTALER- GRUYÃ¨RE AND APPENZELL- WITH OR WITHOUT THE ADDITION OF GLARUS HERB CHEESE KNOWN AS SCHABZIGER- PUT UP FOR RETAIL SALE- OF A FAT CONTENT BY WEIGHT IN THE DRY MATTER OF <= 56%),0406309000,PROCESSED CHEESE- NOT GRATED OR POWDERED- OF A FAT CONTENT- BY WEIGHT- OF > 36% (EXCL. PROCESSED CHEESE MIXTURES MADE FROM EMMENTALER- GRUYÃ¨RE AND APPENZELL- WITH OR WITHOUT THE ADDITION OF GLARUS HERB CHEESE KNOWN AS SCHABZIGER- PUT UP FOR RETAIL SALE- OF A FAT CONTENT BY WEIGHT IN THE DRY MATTER OF <= 56%),PROCESSEDCHEESENOTGRATEDORPOWDEREDOFAFATCONTENTBYWEIGHTOF>36%EXCLPROCESSEDCHEESEMIXTURESMADEFROMEMMENTALERGRUYREANDAPPENZELLWITHORWITHOUTTHEADDITIONOFGLARUSHERBCHEESEKNOWNASSCHABZIGERPUTUPFORRETAILSALEOFAFATCONTENTBYWEIGHTINTHEDRYMATTEROF<56%
0406900600,EMMENTALER- GRUYÞRE- SBRINZ- BERGKÕSE AND APPENZELL- OF A FAT CONTENT OF >= 45% BY WEIGHT IN THE DRY MATTER- MATURED FOR THREE MONTHS OR MORE- PIECES WITHOUT RIND- OF A NET WEIGHT OF < 450 G AND WITH A FREE-AT-FRONTIER VALUE > _ 499-67 PER 100 KG NET WEIGHT- PACKED IN VACUUM OR INERT GAS- IN PACKINGS BEARING THE DESCRIPTION OF THE CHEESE- THE FAT CONTENT- THE PACKER RESPONSIBLE AND THE COUNTRY OF MANUFACTURE,0406900600,EMMENTALER- GRUYÞRE- SBRINZ- BERGKÕSE AND APPENZELL- OF A FAT CONTENT OF >= 45% BY WEIGHT IN THE DRY MATTER- MATURED FOR THREE MONTHS OR MORE- PIECES WITHOUT RIND- OF A NET WEIGHT OF < 450 G AND WITH A FREE-AT-FRONTIER VALUE > _ 499-67 PER 100 KG NET WEIGHT- PACKED IN VACUUM OR INERT GAS- IN PACKINGS BEARING THE DESCRIPTION OF THE CHEESE- THE FAT CONTENT- THE PACKER RESPONSIBLE AND THE COUNTRY OF MANUFACTURE,EMMENTALERGRUYRESBRINZBERGKSEANDAPPENZELLOFAFATCONTENTOF>45%BYWEIGHTINTHEDRYMATTERMATUREDFORTHREEMONTHSORMOREPIECESWITHOUTRINDOFANETWEIGHTOF<450GANDWITHAFREEATFRONTIERVALUE>49967PER100KGNETWEIGHTPACKEDINVACUUMORINERTGASINPACKINGSBEARINGTHEDESCRIPTIONOFTHECHEESETHEFATCONTENTTHEPACKERRESPONSIBLEANDTHECOUNTRYOFMANUFACTURE
0406901800,FROMAGE FRIBOURGEOIS- VACHERIN MONT D'OR AND TÃªTE DE MOINE (EXCL. GRATED OR POWDERED AND FOR PROCESSING),0406901800,FROMAGE FRIBOURGEOIS- VACHERIN MONT D'OR AND TÃªTE DE MOINE (EXCL. GRATED OR POWDERED AND FOR PROCESSING),FROMAGEFRIBOURGEOISVACHERINMONTDORANDTTEDEMOINEEXCLGRATEDORPOWDEREDANDFORPROCESSING
0406905000,SHEEP'S OR BUFFALO MILK CHEESE- IN CONTAINERS CONTAINING BRINE- OR IN SHEEPSKIN OR GOATSKIN BOTTLES (EXCL. FETA),0406905000,SHEEP'S OR BUFFALO MILK CHEESE- IN CONTAINERS CONTAINING BRINE- OR IN SHEEPSKIN OR GOATSKIN BOTTLES (EXCL. FETA),SHEEPSORBUFFALOMILKCHEESEINCONTAINERSCONTAININGBRINEORINSHEEPSKINORGOATSKINBOTTLESEXCLFETA
0408198100,EGG YOLKS- LIQUID- SUITABLE FOR HUMAN CONSUMPTION- WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER,0408198100,EGG YOLKS- LIQUID- SUITABLE FOR HUMAN CONSUMPTION- WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER,EGGYOLKSLIQUIDSUITABLEFORHUMANCONSUMPTIONWHETHERORNOTCONTAININGADDEDSUGAROROTHERSWEETENINGMATTER
0408912000,DRIED BIRDS' EGGS- NOT IN SHELL- WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER- NOT SUITABLE FOR HUMAN CONSUMPTION (EXCL. EGG YOLKS),0408912000,DRIED BIRDS' EGGS- NOT IN SHELL- WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER- NOT SUITABLE FOR HUMAN CONSUMPTION (EXCL. EGG YOLKS),DRIEDBIRDSEGGSNOTINSHELLWHETHERORNOTCONTAININGADDEDSUGAROROTHERSWEETENINGMATTERNOTSUITABLEFORHUMANCONSUMPTIONEXCLEGGYOLKS
