hs_code,type,datas_code,datas_desc,type_pure_string
0206909900,FROZEN EDIBLE OFFAL OF SHEEP AND GOATS (EXCL. FOR MANUFACTURE OF PHARMACEUTICAL PRODUCTS),0206909900,FROZEN EDIBLE OFFAL OF SHEEP AND GOATS (EXCL. FOR MANUFACTURE OF PHARMACEUTICAL PRODUCTS),FROZENEDIBLEOFFALOFSHEEPANDGOATSEXCLFORMANUFACTUREOFPHARMACEUTICALPRODUCTS
0207134000,FRESH OR CHILLED BACKS- NECKS- BACKS WITH NECKS ATTACHED- RUMPS AND WING-TIPS OF FOWLS OF THE SPECIES GALLUS DOMESTICUS,0207134000,FRESH OR CHILLED BACKS- NECKS- BACKS WITH NECKS ATTACHED- RUMPS AND WING-TIPS OF FOWLS OF THE SPECIES GALLUS DOMESTICUS,FRESHORCHILLEDBACKSNECKSBACKSWITHNECKSATTACHEDRUMPSANDWINGTIPSOFFOWLSOFTHESPECIESGALLUSDOMESTICUS
0207137000,FRESH OR CHILLED CUTS OF FOWLS OF THE SPECIES GALLUS DOMESTICUS- WITH BONE IN (EXCL. HALVES AND QUARTERS- WHOLE WINGS- WITH OR WITHOUT TIPS- BACKS- NECKS- BACKS WITH NECKS ATTACHED- RUMPS AND WING-TIPS- BREASTS- LEGS AND PARTS THEREOF),0207137000,FRESH OR CHILLED CUTS OF FOWLS OF THE SPECIES GALLUS DOMESTICUS- WITH BONE IN (EXCL. HALVES AND QUARTERS- WHOLE WINGS- WITH OR WITHOUT TIPS- BACKS- NECKS- BACKS WITH NECKS ATTACHED- RUMPS AND WING-TIPS- BREASTS- LEGS AND PARTS THEREOF),FRESHORCHILLEDCUTSOFFOWLSOFTHESPECIESGALLUSDOMESTICUSWITHBONEINEXCLHALVESANDQUARTERSWHOLEWINGSWITHORWITHOUTTIPSBACKSNECKSBACKSWITHNECKSATTACHEDRUMPSANDWINGTIPSBREASTSLEGSANDPARTSTHEREOF
0207139100,FRESH OR CHILLED EDIBLE LIVERS OF FOWLS OF THE SPECIES GALLUS DOMESTICUS,0207139100,FRESH OR CHILLED EDIBLE LIVERS OF FOWLS OF THE SPECIES GALLUS DOMESTICUS,FRESHORCHILLEDEDIBLELIVERSOFFOWLSOFTHESPECIESGALLUSDOMESTICUS
0207139900,FRESH OR CHILLED EDIBLE OFFAL OF FOWLS OF THE SPECIES GALLUS DOMESTICUS (EXCL. LIVERS),0207139900,FRESH OR CHILLED EDIBLE OFFAL OF FOWLS OF THE SPECIES GALLUS DOMESTICUS (EXCL. LIVERS),FRESHORCHILLEDEDIBLEOFFALOFFOWLSOFTHESPECIESGALLUSDOMESTICUSEXCLLIVERS
0207249000,"FRESH OR CHILLED- PLUCKED AND DRAWN TURKEYS OF THE SPECIES DOMESTICUS- WITHOUT HEADS- FEET- NECKS- HEARTS- LIVERS AND GIZZARDS- KNOWN AS ""73% TURKEYS""- AND OTHER FORMS OF FRESH OR CHILLED TURKEYS- NOT CUT IN PIECES (EXCL. ""80% TURKEYS"")",0207249000,"FRESH OR CHILLED- PLUCKED AND DRAWN TURKEYS OF THE SPECIES DOMESTICUS- WITHOUT HEADS- FEET- NECKS- HEARTS- LIVERS AND GIZZARDS- KNOWN AS ""73% TURKEYS""- AND OTHER FORMS OF FRESH OR CHILLED TURKEYS- NOT CUT IN PIECES (EXCL. ""80% TURKEYS"")",FRESHORCHILLEDPLUCKEDANDDRAWNTURKEYSOFTHESPECIESDOMESTICUSWITHOUTHEADSFEETNECKSHEARTSLIVERSANDGIZZARDSKNOWNAS73%TURKEYSANDOTHERFORMSOFFRESHORCHILLEDTURKEYSNOTCUTINPIECESEXCL80%TURKEYS
0207261000,FRESH OR CHILLED BONELESS CUTS OF TURKEYS OF THE SPECIES DOMESTICUS,0207261000,FRESH OR CHILLED BONELESS CUTS OF TURKEYS OF THE SPECIES DOMESTICUS,FRESHORCHILLEDBONELESSCUTSOFTURKEYSOFTHESPECIESDOMESTICUS
0207265000,FRESH OR CHILLED BREASTS AND CUTS THEREOF OF TURKEYS OF THE SPECIES DOMESTICUS- WITH BONE IN,0207265000,FRESH OR CHILLED BREASTS AND CUTS THEREOF OF TURKEYS OF THE SPECIES DOMESTICUS- WITH BONE IN,FRESHORCHILLEDBREASTSANDCUTSTHEREOFOFTURKEYSOFTHESPECIESDOMESTICUSWITHBONEIN
0207267000,FRESH OR CHILLED LEGS AND CUTS THEREOF OF TURKEYS OF THE SPECIES DOMESTICUS- WITH BONE IN (EXCL. DRUMSTICKS),0207267000,FRESH OR CHILLED LEGS AND CUTS THEREOF OF TURKEYS OF THE SPECIES DOMESTICUS- WITH BONE IN (EXCL. DRUMSTICKS),FRESHORCHILLEDLEGSANDCUTSTHEREOFOFTURKEYSOFTHESPECIESDOMESTICUSWITHBONEINEXCLDRUMSTICKS
0207268000,FRESH OR CHILLED CUTS OF TURKEYS OF THE SPECIES DOMESTICUS- WITH BONE IN (EXCL. HALVES OR QUARTERS- WHOLE WINGS- WITH OR WITHOUT TIPS- BACKS- NECKS- BACKS WITH NECKS ATTACHED- RUMPS AND WING-TIPS- BREASTS- LEGS AND CUTS THEREOF),0207268000,FRESH OR CHILLED CUTS OF TURKEYS OF THE SPECIES DOMESTICUS- WITH BONE IN (EXCL. HALVES OR QUARTERS- WHOLE WINGS- WITH OR WITHOUT TIPS- BACKS- NECKS- BACKS WITH NECKS ATTACHED- RUMPS AND WING-TIPS- BREASTS- LEGS AND CUTS THEREOF),FRESHORCHILLEDCUTSOFTURKEYSOFTHESPECIESDOMESTICUSWITHBONEINEXCLHALVESORQUARTERSWHOLEWINGSWITHORWITHOUTTIPSBACKSNECKSBACKSWITHNECKSATTACHEDRUMPSANDWINGTIPSBREASTSLEGSANDCUTSTHEREOF
0207269900,FRESH OR CHILLED EDIBLE OFFAL OF TURKEYS OF THE SPECIES DOMESTICUS (EXCL. LIVERS),0207269900,FRESH OR CHILLED EDIBLE OFFAL OF TURKEYS OF THE SPECIES DOMESTICUS (EXCL. LIVERS),FRESHORCHILLEDEDIBLEOFFALOFTURKEYSOFTHESPECIESDOMESTICUSEXCLLIVERS
0207321500,"FRESH OR CHILLED- PLUCKED AND DRAWN DUCKS OF THE SPECIES DOMESTICUS- WITHOUT HEADS AND FEET BUT WITH NECKS- HEARTS- LIVERS AND GIZZARD- KNOWN AS ""70% DUCKS""",0207321500,"FRESH OR CHILLED- PLUCKED AND DRAWN DUCKS OF THE SPECIES DOMESTICUS- WITHOUT HEADS AND FEET BUT WITH NECKS- HEARTS- LIVERS AND GIZZARD- KNOWN AS ""70% DUCKS""",FRESHORCHILLEDPLUCKEDANDDRAWNDUCKSOFTHESPECIESDOMESTICUSWITHOUTHEADSANDFEETBUTWITHNECKSHEARTSLIVERSANDGIZZARDKNOWNAS70%DUCKS
0207329000,FRESH OR CHILLED GUINEA FOWLS- NOT CUT INTO PIECES,0207329000,FRESH OR CHILLED GUINEA FOWLS- NOT CUT INTO PIECES,FRESHORCHILLEDGUINEAFOWLSNOTCUTINTOPIECES
0207331900,"FROZEN DUCKS OF THE SPECIES DOMESTICUS- PLUCKED AND DRAWN- WITHOUT HEADS- FEET- NECKS- HEARTS- LIVERS AND GIZZARDS- KNOWN AS ""63% DUCKS""- AND OTHER FORMS OF DUCKS- NOT CUT IN PIECES (EXCL. ""70% DUCKS"")",0207331900,"FROZEN DUCKS OF THE SPECIES DOMESTICUS- PLUCKED AND DRAWN- WITHOUT HEADS- FEET- NECKS- HEARTS- LIVERS AND GIZZARDS- KNOWN AS ""63% DUCKS""- AND OTHER FORMS OF DUCKS- NOT CUT IN PIECES (EXCL. ""70% DUCKS"")",FROZENDUCKSOFTHESPECIESDOMESTICUSPLUCKEDANDDRAWNWITHOUTHEADSFEETNECKSHEARTSLIVERSANDGIZZARDSKNOWNAS63%DUCKSANDOTHERFORMSOFDUCKSNOTCUTINPIECESEXCL70%DUCKS
0207339000,FROZEN GUINEA FOWLS- NOT CUT INTO PIECES,0207339000,FROZEN GUINEA FOWLS- NOT CUT INTO PIECES,FROZENGUINEAFOWLSNOTCUTINTOPIECES
0207351100,FRESH OR CHILLED BONELESS CUTS OF GEESE OF THE SPECIES DOMESTICUS,0207351100,FRESH OR CHILLED BONELESS CUTS OF GEESE OF THE SPECIES DOMESTICUS,FRESHORCHILLEDBONELESSCUTSOFGEESEOFTHESPECIESDOMESTICUS
0207353100,FRESH OR CHILLED WHOLE WINGS- WITH OR WITHOUT TIPS- OF DUCKS- GEESE AND GUINEA FOWLS OF THE SPECIES DOMESTICUS,0207353100,FRESH OR CHILLED WHOLE WINGS- WITH OR WITHOUT TIPS- OF DUCKS- GEESE AND GUINEA FOWLS OF THE SPECIES DOMESTICUS,FRESHORCHILLEDWHOLEWINGSWITHORWITHOUTTIPSOFDUCKSGEESEANDGUINEAFOWLSOFTHESPECIESDOMESTICUS
0207354100,FRESH OR CHILLED BACKS- NECK- BACKS WITH NECK ATTACHED- RUMPS AND WING-TIPS OF DUCKS- GEESE AND GUINEA FOWLS OF THE SPECIES DOMESTICUS,0207354100,FRESH OR CHILLED BACKS- NECK- BACKS WITH NECK ATTACHED- RUMPS AND WING-TIPS OF DUCKS- GEESE AND GUINEA FOWLS OF THE SPECIES DOMESTICUS,FRESHORCHILLEDBACKSNECKBACKSWITHNECKATTACHEDRUMPSANDWINGTIPSOFDUCKSGEESEANDGUINEAFOWLSOFTHESPECIESDOMESTICUS
0207355100,FRESH OR CHILLED BREASTS AND CUTS THEREOF OF GEESE OF THE SPECIES DOMESTICUS- WITH BONE IN,0207355100,FRESH OR CHILLED BREASTS AND CUTS THEREOF OF GEESE OF THE SPECIES DOMESTICUS- WITH BONE IN,FRESHORCHILLEDBREASTSANDCUTSTHEREOFOFGEESEOFTHESPECIESDOMESTICUSWITHBONEIN
0207356100,FRESH OR CHILLED LEGS AND CUTS THEREOF OF GEESE OF THE SPECIES DOMESTICUS- WITH BONE IN,0207356100,FRESH OR CHILLED LEGS AND CUTS THEREOF OF GEESE OF THE SPECIES DOMESTICUS- WITH BONE IN,FRESHORCHILLEDLEGSANDCUTSTHEREOFOFGEESEOFTHESPECIESDOMESTICUSWITHBONEIN
0207356300,FRESH OR CHILLED LEGS AND CUTS THEREOF OF DUCKS AND GUINEA FOWLS OF THE SPECIES DOMESTICUS- WITH BONE IN,0207356300,FRESH OR CHILLED LEGS AND CUTS THEREOF OF DUCKS AND GUINEA FOWLS OF THE SPECIES DOMESTICUS- WITH BONE IN,FRESHORCHILLEDLEGSANDCUTSTHEREOFOFDUCKSANDGUINEAFOWLSOFTHESPECIESDOMESTICUSWITHBONEIN
0207359900,FRESH OR CHILLED EDIBLE OFFAL OF DUCKS- GEESE AND GUINEA FOWLS OF THE SPECIES DOMESTICUS (EXCL. LIVERS),0207359900,FRESH OR CHILLED EDIBLE OFFAL OF DUCKS- GEESE AND GUINEA FOWLS OF THE SPECIES DOMESTICUS (EXCL. LIVERS),FRESHORCHILLEDEDIBLEOFFALOFDUCKSGEESEANDGUINEAFOWLSOFTHESPECIESDOMESTICUSEXCLLIVERS
0210902100,REINDEER MEAT- SALTED- IN BRINE- DRIED OR SMOKED,0210993100,REINDEER MEAT- SALTED- IN BRINE- DRIED OR SMOKED,REINDEERMEATSALTEDINBRINEDRIEDORSMOKED
0210904900,EDIBLE OFFAL OF BOVINE ANIMALS- SALTED- IN BRINE- DRIED OR SMOKED (EXCL. THICK OFFAL),0210904900,EDIBLE OFFAL OF BOVINE ANIMALS- SALTED- IN BRINE- DRIED OR SMOKED (EXCL. THICK OFFAL),EDIBLEOFFALOFBOVINEANIMALSSALTEDINBRINEDRIEDORSMOKEDEXCLTHICKOFFAL
0210906000,EDIBLE OFFAL OF SHEEP AND GOATS- SALTED- IN BRINE- DRIED OR SMOKED,0210996000,EDIBLE OFFAL OF SHEEP AND GOATS- SALTED- IN BRINE- DRIED OR SMOKED,EDIBLEOFFALOFSHEEPANDGOATSSALTEDINBRINEDRIEDORSMOKED
0203119000,FRESH OR CHILLED NON-DOMESTIC SWINE CARCASES AND HALF-CARCASES,0203119000,FRESH OR CHILLED NON-DOMESTIC SWINE CARCASES AND HALF-CARCASES,FRESHORCHILLEDNONDOMESTICSWINECARCASESANDHALFCARCASES
0204421000,FROZEN SHEEP SHORT FOREQUARTERS,0204421000,FROZEN SHEEP SHORT FOREQUARTERS,FROZENSHEEPSHORTFOREQUARTERS
0204431000,FROZEN MEAT OF LAMBS- BONELESS- FROZEN,0204431000,FROZEN MEAT OF LAMBS- BONELESS- FROZEN,FROZENMEATOFLAMBSBONELESSFROZEN
0204501100,FRESH OR CHILLED GOAT CARCASES AND HALF-CARCASES,0204501100,FRESH OR CHILLED GOAT CARCASES AND HALF-CARCASES,FRESHORCHILLEDGOATCARCASESANDHALFCARCASES
0204503100,FRESH OR CHILLED CUTS OF GOAT- WITH BONE IN (EXCL. CARCASES AND HALF-CARCASES- SHORT FOREQUARTERS- CHINES AND/OR BEST ENDS- AND LEGS),0204503100,FRESH OR CHILLED CUTS OF GOAT- WITH BONE IN (EXCL. CARCASES AND HALF-CARCASES- SHORT FOREQUARTERS- CHINES AND/OR BEST ENDS- AND LEGS),FRESHORCHILLEDCUTSOFGOATWITHBONEINEXCLCARCASESANDHALFCARCASESSHORTFOREQUARTERSCHINESANDORBESTENDSANDLEGS
0204505100,FROZEN GOAT CARCASES AND HALF-CARCASES,0204505100,FROZEN GOAT CARCASES AND HALF-CARCASES,FROZENGOATCARCASESANDHALFCARCASES
0206291000,FROZEN EDIBLE BOVINE OFFAL FOR MANUFACTURE OF PHARMACEUTICAL PRODUCTS (EXCL. TONGUES AND LIVERS),0206291000,FROZEN EDIBLE BOVINE OFFAL FOR MANUFACTURE OF PHARMACEUTICAL PRODUCTS (EXCL. TONGUES AND LIVERS),FROZENEDIBLEBOVINEOFFALFORMANUFACTUREOFPHARMACEUTICALPRODUCTSEXCLTONGUESANDLIVERS
0206499900,FROZEN EDIBLE OFFAL OF NON-DOMESTIC SWINE (EXCL. LIVERS AND FOR MANUFACTURE OF PHARMACEUTICAL PRODUCTS),0206499900,FROZEN EDIBLE OFFAL OF NON-DOMESTIC SWINE (EXCL. LIVERS AND FOR MANUFACTURE OF PHARMACEUTICAL PRODUCTS),FROZENEDIBLEOFFALOFNONDOMESTICSWINEEXCLLIVERSANDFORMANUFACTUREOFPHARMACEUTICALPRODUCTS
0207262000,FRESH OR CHILLED HALVES OR QUARTERS OF TURKEYS OF THE SPECIES DOMESTICUS,0207262000,FRESH OR CHILLED HALVES OR QUARTERS OF TURKEYS OF THE SPECIES DOMESTICUS,FRESHORCHILLEDHALVESORQUARTERSOFTURKEYSOFTHESPECIESDOMESTICUS
0207269100,FRESH OR CHILLED EDIBLE LIVERS OF TURKEYS OF THE SPECIES DOMESTICUS,0207269100,FRESH OR CHILLED EDIBLE LIVERS OF TURKEYS OF THE SPECIES DOMESTICUS,FRESHORCHILLEDEDIBLELIVERSOFTURKEYSOFTHESPECIESDOMESTICUS
0207275000,FROZEN BREASTS AND CUTS THEREOF OF TURKEYS OF THE SPECIES DOMESTICUS- WITH BONE IN,0207275000,FROZEN BREASTS AND CUTS THEREOF OF TURKEYS OF THE SPECIES DOMESTICUS- WITH BONE IN,FROZENBREASTSANDCUTSTHEREOFOFTURKEYSOFTHESPECIESDOMESTICUSWITHBONEIN
0207325100,"FRESH OR CHILLED- PLUCKED- BLED- NOT DRAWN GEESE OF THE SPECIES DOMESTICUS WITH HEADS AND FEET- CALLED ""82% GEESE""",0207325100,"FRESH OR CHILLED- PLUCKED- BLED- NOT DRAWN GEESE OF THE SPECIES DOMESTICUS WITH HEADS AND FEET- CALLED ""82% GEESE""",FRESHORCHILLEDPLUCKEDBLEDNOTDRAWNGEESEOFTHESPECIESDOMESTICUSWITHHEADSANDFEETCALLED82%GEESE
0207325900,"FRESH OR CHILLED- PLUCKED AND DRAWN GEESE OF THE SPECIES DOMESTICUS WITHOUT HEADS AND FEET- WITH OR WITHOUT HEARTS AND GIZZARDS- KNOWN AS ""75% GEESE""- AND OTHER FORMS OF GEESE- NOT CUT IN PIECES (EXCL. ""82% GEESE"")",0207325900,"FRESH OR CHILLED- PLUCKED AND DRAWN GEESE OF THE SPECIES DOMESTICUS WITHOUT HEADS AND FEET- WITH OR WITHOUT HEARTS AND GIZZARDS- KNOWN AS ""75% GEESE""- AND OTHER FORMS OF GEESE- NOT CUT IN PIECES (EXCL. ""82% GEESE"")",FRESHORCHILLEDPLUCKEDANDDRAWNGEESEOFTHESPECIESDOMESTICUSWITHOUTHEADSANDFEETWITHORWITHOUTHEARTSANDGIZZARDSKNOWNAS75%GEESEANDOTHERFORMSOFGEESENOTCUTINPIECESEXCL82%GEESE
0207335100,"FROZEN- PLUCKED- BLED- NOT DRAWN GEESE OF THE SPECIES DOMESTICUS WITH HEAD AND FEET- KNOWN AS ""82% GEESE""",0207335100,"FROZEN- PLUCKED- BLED- NOT DRAWN GEESE OF THE SPECIES DOMESTICUS WITH HEAD AND FEET- KNOWN AS ""82% GEESE""",FROZENPLUCKEDBLEDNOTDRAWNGEESEOFTHESPECIESDOMESTICUSWITHHEADANDFEETKNOWNAS82%GEESE
0207352100,FRESH OR CHILLED HALVES OR QUARTERS OF DUCKS OF THE SPECIES DOMESTICUS,0207352100,FRESH OR CHILLED HALVES OR QUARTERS OF DUCKS OF THE SPECIES DOMESTICUS,FRESHORCHILLEDHALVESORQUARTERSOFDUCKSOFTHESPECIESDOMESTICUS
0207352500,FRESH OR CHILLED HALVES OR QUARTERS OF GUINEA FOWLS OF THE SPECIES DOMESTICUS,0207352500,FRESH OR CHILLED HALVES OR QUARTERS OF GUINEA FOWLS OF THE SPECIES DOMESTICUS,FRESHORCHILLEDHALVESORQUARTERSOFGUINEAFOWLSOFTHESPECIESDOMESTICUS
0207362500,FROZEN HALVES OR QUARTERS OF GUINEA FOWLS OF THE SPECIES DOMESTICUS,0207362500,FROZEN HALVES OR QUARTERS OF GUINEA FOWLS OF THE SPECIES DOMESTICUS,FROZENHALVESORQUARTERSOFGUINEAFOWLSOFTHESPECIESDOMESTICUS
0207366100,FROZEN LEGS AND CUTS THEREOF OF GEESE OF THE SPECIES DOMESTICUS- WITH BONE IN,0207366100,FROZEN LEGS AND CUTS THEREOF OF GEESE OF THE SPECIES DOMESTICUS- WITH BONE IN,FROZENLEGSANDCUTSTHEREOFOFGEESEOFTHESPECIESDOMESTICUSWITHBONEIN
0207368100,FROZEN EDIBLE FATTY LIVERS OF GEESE OF THE SPECIES DOMESTICUS,0207368100,FROZEN EDIBLE FATTY LIVERS OF GEESE OF THE SPECIES DOMESTICUS,FROZENEDIBLEFATTYLIVERSOFGEESEOFTHESPECIESDOMESTICUS
0208908000,FRESH- CHILLED OR FROZEN MEAT AND EDIBLE OFFAL N.E.S.,0208908000,FRESH- CHILLED OR FROZEN MEAT AND EDIBLE OFFAL N.E.S.,FRESHCHILLEDORFROZENMEATANDEDIBLEOFFALNES
0209001900,DRIED OR SMOKED SUBCUTANEOUS PIG FAT,0209001900,DRIED OR SMOKED SUBCUTANEOUS PIG FAT,DRIEDORSMOKEDSUBCUTANEOUSPIGFAT
0209009000,POULTRY FAT- NOT RENDERED OR OTHERWISE EXTRACTED,0209900000,POULTRY FAT- NOT RENDERED OR OTHERWISE EXTRACTED- FRESH- CHILLED- FROZEN- SALTED- IN BRINE- DRIED OR SMOKED,POULTRYFATNOTRENDEREDOROTHERWISEEXTRACTEDFRESHCHILLEDFROZENSALTEDINBRINEDRIEDORSMOKED
0210111900,DOMESTIC SWINE SHOULDERS AND CUTS THEREOF- SALTED OR IN BRINE- WITH BONE IN,0210111900,DOMESTIC SWINE SHOULDERS AND CUTS THEREOF- SALTED OR IN BRINE- WITH BONE IN,DOMESTICSWINESHOULDERSANDCUTSTHEREOFSALTEDORINBRINEWITHBONEIN
0210113900,DOMESTIC SWINE SHOULDERS AND CUTS THEREOF- DRIED OR SMOKED- WITH BONE IN,0210113900,DOMESTIC SWINE SHOULDERS AND CUTS THEREOF- DRIED OR SMOKED- WITH BONE IN,DOMESTICSWINESHOULDERSANDCUTSTHEREOFDRIEDORSMOKEDWITHBONEIN
0210119000,HAMS- SHOULDERS AND CUTS THEREOF OF NON-DOMESTIC SWINE- SALTED- IN BRINE- DRIED OR SMOKED- WITH BONE IN,0210119000,HAMS- SHOULDERS AND CUTS THEREOF OF NON-DOMESTIC SWINE- SALTED- IN BRINE- DRIED OR SMOKED- WITH BONE IN,HAMSSHOULDERSANDCUTSTHEREOFOFNONDOMESTICSWINESALTEDINBRINEDRIEDORSMOKEDWITHBONEIN
0210129000,"BELLIES ""STREAKY"" AND CUTS THEREOF OF NON-DOMESTIC SWINE- SALTED- IN BRINE- DRIED OR SMOKED",0210129000,"BELLIES ""STREAKY"" AND CUTS THEREOF OF NON-DOMESTIC SWINE- SALTED- IN BRINE- DRIED OR SMOKED",BELLIESSTREAKYANDCUTSTHEREOFOFNONDOMESTICSWINESALTEDINBRINEDRIEDORSMOKED
0210195900,MEAT OF DOMESTIC SWINE- SALTED OR IN BRINE- WITH BONE IN (EXCL. HAMS- SHOULDERS AND CUTS THEREOF- BELLIES AND CUTS THEREOF- BACON SIDES OR SPENCERS- THREE-QUARTER SIDES OR MIDDLES- AND FORE-ENDS- LOINS AND CUTS THEREOF),0210195900,MEAT OF DOMESTIC SWINE- SALTED OR IN BRINE- WITH BONE IN (EXCL. HAMS- SHOULDERS AND CUTS THEREOF- BELLIES AND CUTS THEREOF- BACON SIDES OR SPENCERS- THREE-QUARTER SIDES OR MIDDLES- AND FORE-ENDS- LOINS AND CUTS THEREOF),MEATOFDOMESTICSWINESALTEDORINBRINEWITHBONEINEXCLHAMSSHOULDERSANDCUTSTHEREOFBELLIESANDCUTSTHEREOFBACONSIDESORSPENCERSTHREEQUARTERSIDESORMIDDLESANDFOREENDSLOINSANDCUTSTHEREOF
0210201000,MEAT OF BOVINE ANIMALS- SALTED- IN BRINE- DRIED OR SMOKED- WITH BONE IN,0210201000,MEAT OF BOVINE ANIMALS- SALTED- IN BRINE- DRIED OR SMOKED- WITH BONE IN,MEATOFBOVINEANIMALSSALTEDINBRINEDRIEDORSMOKEDWITHBONEIN
0210903100,EDIBLE DOMESTIC SWINE LIVERS- SALTED- IN BRINE- DRIED OR SMOKED,0210994100,EDIBLE DOMESTIC SWINE LIVERS- SALTED- IN BRINE- DRIED OR SMOKED,EDIBLEDOMESTICSWINELIVERSSALTEDINBRINEDRIEDORSMOKED
0210903900,EDIBLE DOMESTIC SWINE OFFAL- SALTED- IN BRINE- DRIED OR SMOKED (EXCL. LIVERS),0210994900,EDIBLE DOMESTIC SWINE OFFAL- SALTED- IN BRINE- DRIED OR SMOKED (EXCL. LIVERS),EDIBLEDOMESTICSWINEOFFALSALTEDINBRINEDRIEDORSMOKEDEXCLLIVERS
0210904100,EDIBLE THICK OFFAL OF BOVINE ANIMALS- SALTED- IN BRINE- DRIED OR SMOKED,0210904100,EDIBLE THICK OFFAL OF BOVINE ANIMALS- SALTED- IN BRINE- DRIED OR SMOKED,EDIBLETHICKOFFALOFBOVINEANIMALSSALTEDINBRINEDRIEDORSMOKED
0210907100,EDIBLE FATTY GOOSE OR DUCK LIVERS- SALTED OR IN BRINE,0210997100,EDIBLE FATTY GOOSE OR DUCK LIVERS- SALTED OR IN BRINE,EDIBLEFATTYGOOSEORDUCKLIVERSSALTEDORINBRINE
0206491000,FROZEN EDIBLE SWINE OFFAL FOR MANUFACTURE OF PHARMACEUTICAL PRODUCTS (EXCL. LIVERS),0206491000,FROZEN EDIBLE SWINE OFFAL FOR MANUFACTURE OF PHARMACEUTICAL PRODUCTS (EXCL. LIVERS),FROZENEDIBLESWINEOFFALFORMANUFACTUREOFPHARMACEUTICALPRODUCTSEXCLLIVERS
0206809100,FRESH OR CHILLED EDIBLE OFFAL OF HORSES- ASSES- MULES AND HINNIES (EXCL. FOR MANUFACTURE OF PHARMACEUTICAL PRODUCTS),0206809100,FRESH OR CHILLED EDIBLE OFFAL OF HORSES- ASSES- MULES AND HINNIES (EXCL. FOR MANUFACTURE OF PHARMACEUTICAL PRODUCTS),FRESHORCHILLEDEDIBLEOFFALOFHORSESASSESMULESANDHINNIESEXCLFORMANUFACTUREOFPHARMACEUTICALPRODUCTS
0206909100,FROZEN EDIBLE OFFAL OF HORSES- ASSES- MULES AND HINNIES (EXCL. FOR MANUFACTURE OF PHARMACEUTICAL PRODUCTS),0206909100,FROZEN EDIBLE OFFAL OF HORSES- ASSES- MULES AND HINNIES (EXCL. FOR MANUFACTURE OF PHARMACEUTICAL PRODUCTS),FROZENEDIBLEOFFALOFHORSESASSESMULESANDHINNIESEXCLFORMANUFACTUREOFPHARMACEUTICALPRODUCTS
0207365100,FROZEN BREASTS AND CUTS THEREOF OF GEESE OF THE SPECIES DOMESTICUS- WITH BONE IN,0207365100,FROZEN BREASTS AND CUTS THEREOF OF GEESE OF THE SPECIES DOMESTICUS- WITH BONE IN,FROZENBREASTSANDCUTSTHEREOFOFGEESEOFTHESPECIESDOMESTICUSWITHBONEIN
0210193000,FORE-ENDS AND CUTS THEREOF OF DOMESTIC SWINE- SALTED OR IN BRINE,0210193000,FORE-ENDS AND CUTS THEREOF OF DOMESTIC SWINE- SALTED OR IN BRINE,FOREENDSANDCUTSTHEREOFOFDOMESTICSWINESALTEDORINBRINE
0210901900,BONELESS MEAT OF SHEEP AND GOATS- SALTED- IN BRINE- DRIED OR SMOKED,0210992900,BONELESS MEAT OF SHEEP AND GOATS- SALTED- IN BRINE- DRIED OR SMOKED,BONELESSMEATOFSHEEPANDGOATSSALTEDINBRINEDRIEDORSMOKED
0207361100,FROZEN BONELESS CUTS OF GEESE OF THE SPECIES DOMESTICUS,0207361100,FROZEN BONELESS CUTS OF GEESE OF THE SPECIES DOMESTICUS,FROZENBONELESSCUTSOFGEESEOFTHESPECIESDOMESTICUS
0210907900,EDIBLE POULTRY LIVER- SALTED- IN BRINE- DRIED OR SMOKED (EXCL. FATTY GOOSE OR DUCK LIVERS- SALTED OR IN BRINE),0210907900,EDIBLE POULTRY LIVER- SALTED- IN BRINE- DRIED OR SMOKED (EXCL. FATTY GOOSE OR DUCK LIVERS- SALTED OR IN BRINE),EDIBLEPOULTRYLIVERSALTEDINBRINEDRIEDORSMOKEDEXCLFATTYGOOSEORDUCKLIVERSSALTEDORINBRINE
0205001900,FROZEN MEAT OF HORSES,0205001900,FROZEN MEAT OF HORSES,FROZENMEATOFHORSES
0207362100,FROZEN HALVES OR QUARTERS OF DUCKS OF THE SPECIES DOMESTICUS,0207362100,FROZEN HALVES OR QUARTERS OF DUCKS OF THE SPECIES DOMESTICUS,FROZENHALVESORQUARTERSOFDUCKSOFTHESPECIESDOMESTICUS
0207362300,FROZEN HALVES OR QUARTERS OF GEESE OF THE SPECIES DOMESTICUS,0207362300,FROZEN HALVES OR QUARTERS OF GEESE OF THE SPECIES DOMESTICUS,FROZENHALVESORQUARTERSOFGEESEOFTHESPECIESDOMESTICUS
0210196000,DOMESTIC SWINE FORE-ENDS AND CUTS THEREOF- DRIED OR SMOKED,0210196000,DOMESTIC SWINE FORE-ENDS AND CUTS THEREOF- DRIED OR SMOKED,DOMESTICSWINEFOREENDSANDCUTSTHEREOFDRIEDORSMOKED
0204507900,FROZEN BONELESS CUTS OF GOAT,0204507900,FROZEN BONELESS CUTS OF GOAT,FROZENBONELESSCUTSOFGOAT
0205009000,FRESH- CHILLED OR FROZEN MEAT OF ASSES- MULES OR HINNIES,0205009000,FRESH- CHILLED OR FROZEN MEAT OF ASSES- MULES OR HINNIES,FRESHCHILLEDORFROZENMEATOFASSESMULESORHINNIES
